id,budget,countries,imdbId,imdbRating,imdbVotes,languages,movieId,plot,poster,released,revenue,runtime,title,tmdbId,url,year
3621,30000000,[USA],0096933,6.6,38243,"[English,  Japanese]",4572,Two NYC cops arrest a Yakuza member and must escort him when he's extradited to Japan.,https://image.tmdb.org/t/p/w440_and_h660_face/mfPpRYQKBMLXSP15iIyY60bZAt.jpg,1989-09-22,134212055,125,Black Rain,4105,https://themoviedb.org/movie/4105,1989
3622,null,[USA],0096943,5.9,2921,[English],4573,"A middle-aged Louisiana governor falls in love with a young stripper, which jeopardizes his political career and the radical policies which have made him a controversial figure.",https://image.tmdb.org/t/p/w440_and_h660_face/upb42GxljtsmhoLxXbD6REm5Iwg.jpg,1989-12-13,19131000,120,Blaze,22711,https://themoviedb.org/movie/22711,1989
3623,22500000,[USA],0097027,7.1,32386,"[English,  Vietnamese]",4577,"During the Vietnam War, a soldier finds himself the outsider of his own squad when they unnecessarily kidnap a female villager.",https://image.tmdb.org/t/p/w440_and_h660_face/cfTUzS1vOV0HMO6iqUDHefPAXsQ.jpg,1989-08-18,18671317,113,Casualties of War,10142,https://themoviedb.org/movie/10142,1989
3624,null,[USA],0097044,6.4,8248,[English],4578,"Louie Jeffries is happily married to Corinne. On their first anniversary, Louie is killed crossing the road. Louie is reincarnated as Alex Finch, and twenty years later, fate brings Alex ...",https://image.tmdb.org/t/p/w440_and_h660_face/8pnUGbQSXuYCffRCtkFaVA5SuVY.jpg,1989-03-10,null,108,Chances Are,3064,https://themoviedb.org/movie/3064,1989
3625,null,[USA],0097236,5.9,4699,[English],4584,An accident puts the consciousness of an elderly dream researcher into the body of a bratty teenager. The problem? The kid prefers dreamworld limbo to real life.,https://image.tmdb.org/t/p/w440_and_h660_face/zptu1aKRdTw4eX0hsd9wsb2zn7C.jpg,1989-03-03,5552441,114,Dream a Little Dream,15142,https://themoviedb.org/movie/15142,1989
3626,null,[USA],0097235,6.5,9688,[English],4585,"On the way to a baseball game, sanitarium patients get stranded in New York City after their chaperone is hospitalized and they're being pursued by criminals.",https://image.tmdb.org/t/p/w440_and_h660_face/lBVjTP8Cb66GBabUBQaBUtV6OqD.jpg,1989-04-07,28890240,113,"Dream Team, The",14550,https://themoviedb.org/movie/14550,1989
3627,10000000,"[UK,  USA]",0097257,5.2,16032,[English],4587,"A spaceship with three furry aliens lands in a California girl's swimming pool, so she makes friends with them.",https://image.tmdb.org/t/p/w440_and_h660_face/lwFR24fEGf8Q6mGMsGcQuQTLL9T.jpg,1989-05-12,3916303,100,Earth Girls Are Easy,2210,https://themoviedb.org/movie/2210,1988
3628,null,[USA],0085475,6.9,5214,[English],4589,"A television newswoman picks up the story of a 1960s rock band whose long-lost leader Eddie Wilson may still be alive, while searching for the missing tapes of the band's never-released album.",https://image.tmdb.org/t/p/w440_and_h660_face/bAxOOhdV7IAFymaVt1IqYG0CDTA.jpg,1983-09-23,4786789,95,Eddie and the Cruisers,21721,https://themoviedb.org/movie/21721,1983
3629,null,"[USA,  Canada]",0097276,6.8,1608,[English],4590,"A ghostwriter finds himself romantically involved with his current wife, a married woman and his long-vanished wife.",https://image.tmdb.org/t/p/w440_and_h660_face/g0zh75AWArVtadhaNKZjs231TwF.jpg,1989-12-13,7754571,119,Enemies: A Love Story,116014,https://themoviedb.org/movie/116014,1989
3630,null,"[UK,  Sweden]",0097289,6.2,10885,"[English,  Japanese]",4591,Erik the Viking and his men travel across the sea to find Valhalla to ask the gods to end the Age of Ragnarok.,https://image.tmdb.org/t/p/w440_and_h660_face/tRaNvLehJf0OVsBexo4u4NRKLJ4.jpg,1989-09-22,null,107,Erik the Viking,11828,https://themoviedb.org/movie/11828,1989
3631,null,"[Canada,  USA]",0097314,4.6,1817,[English],4592,Travis and Wendell are kidnapped while on their way to opening a nightclub in rural Nebraska. The KGB spy Cameron Smith takes them to the U.S.S.R. instead with the intention of teaching KGB...,https://image.tmdb.org/t/p/w440_and_h660_face/3Lveak8PqgkJRAC9I37jwr7amL3.jpg,1989-01-13,null,94,"Experts, The",55699,https://themoviedb.org/movie/55699,1989
3632,null,[USA],0097328,5.6,9235,[English],4593,"Jessie is an aging career criminal who has been in more jails, fights, schemes, and lineups than just about anyone else. His son Vito, while currently on the straight and narrow, has had a ...",https://image.tmdb.org/t/p/w440_and_h660_face/9HhRk8eUjxUf0CDHTS9YcUk8TTB.jpg,1989-12-15,12195695,110,Family Business,10551,https://themoviedb.org/movie/10551,1989
3633,null,[USA],0097458,6.1,3022,[English],4600,"A smart first-year med student takes nothing seriously, except the pursuit of his Gross Anatomy (human dissection) lab partner. It's up to her and their teacher to find a way to convince ...",https://image.tmdb.org/t/p/w440_and_h660_face/iiexka8UFNQRjfrqMtzkDcnaEEW.jpg,1989-10-20,null,109,Gross Anatomy (a.k.a. A Cut Above),17190,https://themoviedb.org/movie/17190,1989
3634,30000000,[USA],0097481,5.9,13877,[English],4602,"During the 1920s, a New York illegal gambling house owner and his associates must deal with strong competition, gangsters and corrupt cops in order to stay in business.",https://image.tmdb.org/t/p/w440_and_h660_face/PLr00Pv1DpQ3vMssBkjgAPS1Fy.jpg,1989-11-17,60864870,116,Harlem Nights,9085,https://themoviedb.org/movie/9085,1989
3635,null,[USA],0097500,5.7,5390,"[English,  Romanian,  Spanish]",4603,"A writer of BAD detective novels is in full writers' block. He pretends to be the alibi of a beautiful woman who was arrested for murder at first thinking her innocent, but as she shows ...",https://image.tmdb.org/t/p/w440_and_h660_face/zPewmxWwDOMucFnaXXH26tfAv7m.jpg,1989-02-03,null,94,Her Alibi,17819,https://themoviedb.org/movie/17819,1989
3636,null,[UK],0097531,7.0,4149,[English],4605,Dennis Dimbleby Bagley is a brilliant young advertising executive who can't come up with a slogan to sell a revolutionary new pimple cream. His obsessive worrying affects not only his ...,https://image.tmdb.org/t/p/w440_and_h660_face/8T1UacG5YV063PDbaHH2RaqA6Wc.jpg,1990-03-29,418053,90,How to Get Ahead in Advertising,14776,https://themoviedb.org/movie/14776,1989
3637,null,"[USA,  Canada]",0097567,6.1,1124,[English],4606,"Linda and Michael, married for ten years, desperately want a baby and turn to an adoption agency which introduces them to Lucy, a teenage girl expecting her first baby. The three agree that...",https://image.tmdb.org/t/p/w440_and_h660_face/2HiCQBUZUHY5UavuKJn43ftZDBJ.jpg,1989-10-27,null,95,Immediate Family,59585,https://themoviedb.org/movie/59585,1989
3638,null,[USA],0097579,6.4,4549,[English],4608,"Jimmie Rainwood was minding his own business when two corrupt police officers (getting an address wrong) burst into his house, expecting to find a major drug dealer. Rainwood is shot, and ...",https://image.tmdb.org/t/p/w440_and_h660_face/fDgR7vq3fqtlo2w2wPN3pNXyDm5.jpg,1989-10-06,20047604,113,"Innocent Man, An",29185,https://themoviedb.org/movie/29185,1989
3639,null,[USA],0097613,5.5,5006,[English],4610,"Nick and Frank Starkey were both policemen. A scandal forced Nick to leave the force, now a serial killer has driven the police to take him back. A web that includes Frank's wife, bribery, ...",https://image.tmdb.org/t/p/w440_and_h660_face/5CZznrNvFLacr0mb4CYmlpJ4Tsw.jpg,1989-01-13,null,97,"January Man, The",32059,https://themoviedb.org/movie/32059,1989
3640,null,"[Canada,  France]",0097635,7.5,5818,"[French,  English,  Italian]",4612,"A group of actors put on an unorthodox, but acclaimed Passion Play which incites the opposition of the Catholic Church while the actors' lives themselves begin to mirror the Passion itself.",https://image.tmdb.org/t/p/w440_and_h660_face/evtfMmuJyCQch2JIdWO2SdGWgJA.jpg,1990-05-25,null,120,Jesus of Montreal (Jésus de Montréal),4486,https://themoviedb.org/movie/4486,1989
3641,1500000,[USA],0097659,6.3,34783,[English],4614,Kurt Sloane must learn the ancient kick boxing art of Muay Thai in order to avenge his brother.,https://image.tmdb.org/t/p/w440_and_h660_face/fUudhrs3HaJEtWpvgwdvjSlE5FS.jpg,1989-09-08,14697005,97,Kickboxer,10222,https://themoviedb.org/movie/10222,1989
3642,null,"[USA,  UK,  West Germany]",0097714,6.9,4454,[English],4615,Set in Brooklyn during the 1950s against a backdrop of union corruption and violence. A prostitute falls in love with one of her customers. Also a disturbed man discovers that he is ...,https://image.tmdb.org/t/p/w440_and_h660_face/1GZ1WwWFvq30KVaykwPh7dvhFvh.jpg,1990-05-04,null,102,Last Exit to Brooklyn,12774,https://themoviedb.org/movie/12774,1989
3643,null,[USA],0097722,7.4,14222,"[English,  Spanish,  Portuguese]",4616,The dedicated but tyrannical Joe Clark is appointed the principal of a decaying inner-city school that he is determined to improve.,https://image.tmdb.org/t/p/w440_and_h660_face/jU7wPjF0UP2MaA0ZXiCAJhyshJH.jpg,1989-03-03,null,108,Lean on Me,14621,https://themoviedb.org/movie/14621,1989
3644,null,[USA],0097731,6.9,3986,[English],4617,"A nosy cab driver gets a hot tip on a race horse and wins big, but he can't seem to stop gambling. Will he go broke or walk home with a pretty penny?",https://image.tmdb.org/t/p/w440_and_h660_face/puLIpL9LZEw0CmPO9Y1GYbexazJ.jpg,1989-08-18,null,90,Let It Ride,19118,https://themoviedb.org/movie/19118,1989
3645,25000000,"[USA,  Italy]",0097737,5.7,12521,[English],4618,An American deep-sea mining colony stumbles upon a sunken Soviet vessel hiding a horrific secret.,https://image.tmdb.org/t/p/w440_and_h660_face/sJNcoyKsqYGEFCCNsYsccikGePV.jpg,1989-03-17,15704614,98,Leviathan,14372,https://themoviedb.org/movie/14372,1989
3646,7000000,[USA],0097758,6.0,7668,[English],4619,A boy discovers an incredible and gruesome world of monsters under his bed.,https://image.tmdb.org/t/p/w440_and_h660_face/iAiQB05sFJhN8rmYuEl9lUZ1qWq.jpg,1989-08-25,793775,100,Little Monsters,15138,https://themoviedb.org/movie/15138,1989
3647,7500000,[USA],0097778,5.8,61829,[English],4621,"After a single, career-minded woman is left on her own to give birth to the child of a married man, she finds a new romantic chance in a cab driver. Meanwhile the point-of-view of the newborn boy is narrated through voice over.",https://image.tmdb.org/t/p/w440_and_h660_face/k60x5YEOox9P9vWITSHFSkLGecN.jpg,1989-10-13,296000000,93,Look Who's Talking,9494,https://themoviedb.org/movie/9494,1989
3648,null,[USA],0097790,5.9,5174,[English],4622,"College sophomore Randy Bodek is unfocused. The only thing he knows is that he loves his roommate, Jenny Gordon, who feels unappreciated as other things in his life seem to take precedence ...",https://image.tmdb.org/t/p/w440_and_h660_face/z6lmXBrlJqBRw7Yz82QbGDXmkMx.jpg,1989-04-28,3960327,98,Loverboy,17362,https://themoviedb.org/movie/17362,1989
3649,11000000,[USA],0097815,7.2,47585,"[English,  Spanish,  Japanese]",4623,"The new owner of the Cleveland Indians puts together a purposely horrible team so they'll lose and she can move the team. But when the plot is uncovered, they start winning just to spite her.",https://image.tmdb.org/t/p/w440_and_h660_face/AmkpKDT6Zk8tw5eGplUD1yH5p3W.jpg,1989-04-07,49797148,107,Major League,9942,https://themoviedb.org/movie/9942,1989
3650,750000,[New Zealand],0097858,6.7,15605,[English],4624,"Heidi, the star of the Meet The Feebles Variety Hour discovers her lover Bletch, The Walrus, is cheating on her, and with all the world waiting for the show the assorted co-stars must ...",https://image.tmdb.org/t/p/w440_and_h660_face/agjU0RoGcbBxWnbFDyBpreWkJcE.jpg,1995-09-01,null,97,Meet the Feebles,8216,https://themoviedb.org/movie/8216,1989
3651,null,"[USA,  Canada]",0097883,5.7,4480,[English],4625,An NTSB investigator seeking the cause of an airline disaster meets a warrior woman from 1000 years in the future.,https://image.tmdb.org/t/p/w440_and_h660_face/mFGCK7RnFnRXR6CweAhQw030Zv7.jpg,1989-08-25,null,108,Millennium,4296,https://themoviedb.org/movie/4296,1989
3652,3000000,[USA],0097889,7.0,6018,[English],4626,A young man hears a chance phone call telling him that a nuclear war has started and missiles will hit his city in 70 minutes.,https://image.tmdb.org/t/p/w440_and_h660_face/w7mTqzCBARrPechNzM5cQpuhruW.jpg,1989-05-19,1145404,87,Miracle Mile,24739,https://themoviedb.org/movie/24739,1988
3653,null,[USA],0097892,6.1,1606,[English],4627,"Carnelle isn't happy with her life, so in order to improve herself she enters a local beauty contest, trying to emulate her cousin Elain's win many years ago. Few think she can win, even ...",https://image.tmdb.org/t/p/w440_and_h660_face/DrEypPiuyZV0StNLGqmiN9Dl9x.jpg,1990-01-19,null,102,Miss Firecracker,39197,https://themoviedb.org/movie/39197,1989
3654,15000000,[USA],0097965,6.4,13266,[English],4628,"A middle-aged artist obsessed with his pretty young assistant, a precocious 12 year old living in a hotel, and a neurotic lawyer with a possessive mother make up three Gotham tales.",https://image.tmdb.org/t/p/w440_and_h660_face/wu4VK8e3T7AkcGcOmAWRkZGTAkh.jpg,1989-03-10,null,124,New York Stories,9686,https://themoviedb.org/movie/9686,1989
3655,12000000,[USA],0097967,5.7,6776,[English],4629,"Truman, a Chicago cop, sets out to find the killer of his brother. Meanwhile, another of his brothers, Briar (a hillbilly) decides to find the killer himself.",https://image.tmdb.org/t/p/w440_and_h660_face/uCs7jWkPCu5813PDOveNBW9mRYu.jpg,1989-10-20,15942628,108,Next of Kin,27418,https://themoviedb.org/movie/27418,1989
3656,8000000,[USA],0097987,4.2,4568,[English],4630,"Rip is the World Wrestling Federation champion who is faithful to his fans and the network he wrestles for. Brell, the new head of the World Television Network, wants Rip to wrestle for his...",https://image.tmdb.org/t/p/w440_and_h660_face/6ypzNToPqHhzSEArx7XaRG530Q3.jpg,1989-06-02,16093651,93,No Holds Barred,39002,https://themoviedb.org/movie/39002,1989
3657,null,[USA],0098051,6.4,6211,[English],4632,"Experienced Green Beret sergeant Johnny Gallagher is escorting a prisoner, Airborne Ranger Thomas Boyette, back to the US, but Boyette escapes and Gallagher must risk life and limb to catch him.",https://image.tmdb.org/t/p/w440_and_h660_face/93wzqMYL7ZtZqt4LopjdRq2tQC4.jpg,1989-08-25,null,108,"Package, The",31606,https://themoviedb.org/movie/31606,1989
3658,null,[USA],0098073,5.9,1517,[English],4634,"Penn & Teller enjoy playing jokes on each other. When Penn says on an interview show that he wishes he has someone threatening his life so that he wouldn't sweat the small stuff, each of ...",https://image.tmdb.org/t/p/w440_and_h660_face/ja27nQA4Wofys5hAB6f3aDX801q.jpg,1989-09-22,null,89,Penn & Teller Get Killed,37146,https://themoviedb.org/movie/37146,1989
3659,9000000,"[Australia,  USA]",0098141,5.6,15412,[English],4636,"When Frank Castle's family is murdered by criminals, he wages war on crime as a vigilante assassin known only as the Punisher.",https://image.tmdb.org/t/p/w440_and_h660_face/p7CNykYyLG1mA1OazOtUsLxeWxD.jpg,1989-10-05,null,89,"Punisher, The",8867,https://themoviedb.org/movie/8867,1989
3660,93000000,[USA],0163025,5.9,209797,"[English,  Spanish]",4638,"A decidedly odd couple with ulterior motives convince Dr. Alan Grant to go to Isla Sorna (the second InGen dinosaur lab.), resulting in an unexpected landing...and unexpected new inhabitants on the island.",https://image.tmdb.org/t/p/w440_and_h660_face/xyxqgEuxmxOj3mZ3tPSzgqpCBi7.jpg,2001-07-18,368780809,92,Jurassic Park III,331,https://themoviedb.org/movie/331,2001
3661,null,[USA],0265029,5.7,46734,[English],4639,A movie publicist deals with the messy public split of his movie's co-stars while keeping reporters at bay while a reclusive director holds the film's print hostage.,https://image.tmdb.org/t/p/w440_and_h660_face/4TQOYs8rCWi44O1tNbIQiRqHQkA.jpg,2001-07-20,138191428,102,America's Sweethearts,11467,https://themoviedb.org/movie/11467,2001
3662,12000000,"[USA,  UK,  Japan]",0222851,7.2,18161,"[English,  Japanese,  Italian,  Spanish]",4640,"A Japanese gangster is exiled to Los Angeles where his brother lives with a small but respectable multi-racial gang, who he inspires to expand their influence.",https://image.tmdb.org/t/p/w440_and_h660_face/rSRJozSafFFuiFT9XnwsE1ricHT.jpg,2001-01-27,15250000,114,Brother,327,https://themoviedb.org/movie/327,2000
3663,7000000,"[USA,  UK,  Germany]",0162346,7.4,93706,[English],4641,"With only the plan of moving in together after high school, two unusually devious friends seek direction in life. As a mere gag, they respond to a man's newspaper ad for a date, only to find it will greatly complicate their lives.",https://image.tmdb.org/t/p/w440_and_h660_face/umUSZeHjDJO6Um58SXfv9uxkIeo.jpg,2001-09-21,null,111,Ghost World,1548,https://themoviedb.org/movie/1548,2001
3664,null,[USA],0248845,7.8,25708,"[English,  German]",4642,A transsexual punk-rock girl from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,https://image.tmdb.org/t/p/w440_and_h660_face/jafIFAW8sHQkzWPGoMDR4892dFI.jpg,2001-08-31,null,95,Hedwig and the Angry Inch,13403,https://themoviedb.org/movie/13403,2001
3665,100000000,[USA],0133152,5.7,174206,[English],4643,"An Air Force astronaut crash lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.",https://image.tmdb.org/t/p/w440_and_h660_face/Rgz6VZyRUDhrqqe9llX8VBVCH7.jpg,2001-07-27,362211740,119,Planet of the Apes,869,https://themoviedb.org/movie/869,2001
3666,null,"[Italy,  Switzerland]",0237539,7.4,7735,[Italian],4644,"After being forgotten in a highway café during a bus trip, a housewife decides to start a new life by herself in Venice.",https://image.tmdb.org/t/p/w440_and_h660_face/vz0THk3uPmYip2U761UqB2D0hRl.jpg,2001-11-02,8478434,114,Bread and Tulips (Pane e tulipani),552,https://themoviedb.org/movie/552,2000
3667,20000,[Japan],0123948,7.4,6042,"[Japanese,  Spanish]",4645,A frustrated detective deals with the case of several gruesome murders committed by people who have no recollection of what they've done.,https://image.tmdb.org/t/p/w440_and_h660_face/nLZ2AJFLtMoAAAD54mbT4exj1Wp.jpg,2001-07-08,99000,111,Cure,36095,https://themoviedb.org/movie/36095,1997
3668,5000000,[USA],0243655,6.7,38872,[English],4649,"Set on the last day of camp, in the hot summer of 1981, a group of counselors try to complete their unfinished business before the day ends.",https://image.tmdb.org/t/p/w440_and_h660_face/dVdHnfcLZFSscEUZqCzctwOVjC0.jpg,2002-04-11,295206,97,Wet Hot American Summer,2171,https://themoviedb.org/movie/2171,2001
3669,4000000,[USA],0098193,4.4,2622,[English],4652,"The Swamp Thing returns to battle the evil Dr. Arcane, who has a new science lab full of creatures transformed by genetic mutation, and chooses Heather Locklear as his new object of ...",https://image.tmdb.org/t/p/w440_and_h660_face/vnNllnRQVJYBCysZXYNLnzF7p1k.jpg,1989-05-12,192816,88,"Return of Swamp Thing, The",19142,https://themoviedb.org/movie/19142,1989
3670,15000000,[USA],0098206,6.4,41555,"[English,  Portuguese]",4654,A tough bouncer is hired to tame a dirty bar.,https://image.tmdb.org/t/p/w440_and_h660_face/r2hGyhvNneAifk7UpwAYxrkeFO4.jpg,1989-05-19,30050028,114,Road House,10135,https://themoviedb.org/movie/10135,1989
3671,null,[USA],0098219,7.3,1657,"[English,  German]",4655,"The life and work of Archbishop Oscar Romero who opposed, at great personal risk, the tyrannical repression in El Salvador.",https://image.tmdb.org/t/p/w440_and_h660_face/pne4hpSj07UHcVbqeYPjXHokoNd.jpg,1989-08-25,null,102,Romero,32767,https://themoviedb.org/movie/32767,1989
3672,787000,"[Mexico,  Italy]",0098253,7.7,13350,[English],4658,"A young man is confined in a mental hospital. Through a flashback we see that he was traumatized as a child, when he and his family were circus performers: he saw his father cut off the ...",https://image.tmdb.org/t/p/w440_and_h660_face/yt0dfxfu80uFqYloXADZfwzkWpB.jpg,1990-06-27,null,123,Santa Sangre,19236,https://themoviedb.org/movie/19236,1989
3673,null,[UK],0098260,6.5,3669,[English],4659,"An English bon-vivant osteopath is enchanted with a young exotic dancer and invites her to live with him. He serves as friend and mentor, and through his contacts and parties she and her ...",https://image.tmdb.org/t/p/w440_and_h660_face/pV8e033wi9Fvf3be8Ku1R3gJ2L7.jpg,1989-04-28,8800000,106,Scandal,32261,https://themoviedb.org/movie/32261,1989
3674,null,[USA],0098261,6.2,812,[English],4660,The widow's houseboy and the divorcee's chauffeur bet on which will bed the other's employer first.,https://image.tmdb.org/t/p/w440_and_h660_face/eWiSTFPY0lqJh3prbEEOJPX6DCP.jpg,1989-07-01,null,95,Scenes from the Class Struggle in Beverly Hills,60276,https://themoviedb.org/movie/60276,1989
3675,19000000,[USA],0098273,6.8,29418,[English],4661,A detective investigating a series of murders becomes involved with a woman who may be the culprit.,https://image.tmdb.org/t/p/w440_and_h660_face/7DkkTHIX3hUqvsRv5sDmJAkCfKK.jpg,1989-09-15,110879513,113,Sea of Love,12150,https://themoviedb.org/movie/12150,1989
3676,18000000,[USA],0098282,6.8,35040,[English],4662,"Dave is deaf, and Wally is blind. They witness a murder, but it was Dave who was looking at her, and Wally who was listening.",https://image.tmdb.org/t/p/w440_and_h660_face/hBlJKmtS5O7EISmoPPaXAPuLZfF.jpg,1989-05-12,46908987,103,"See No Evil, Hear No Evil",11185,https://themoviedb.org/movie/11185,1989
3677,null,[USA],0098308,5.3,3014,[English],4663,"When an average-looking teenage girl gets a makeover, it's enough to turn make her father become overprotective of her.",https://image.tmdb.org/t/p/w440_and_h660_face/eCCdVBHHkzTIwVX16Rpi0GE9AfV.jpg,1989-04-14,12065892,90,She's Out of Control,47045,https://themoviedb.org/movie/47045,1989
3678,null,"[UK,  USA]",0098319,7.2,5190,[English],4664,"Shirley's a middle-aged Liverpool housewife, who finds herself talking to the wall while she prepares her husband's chip'n'egg, wondering what happened to her life. She compares scenes in ...",https://image.tmdb.org/t/p/w440_and_h660_face/u4XyJczTE8XBwjSksfn430nfjaT.jpg,1989-08-30,null,108,Shirley Valentine,18683,https://themoviedb.org/movie/18683,1989
3679,null,[USA],0098343,6.1,3062,[English],4666,"A womanizing, drunken, allelic writer, whose life seems to be falling apart at the seams, repeatedly finds himself in trouble of one sort or another with the law, ex-girlfriends, and jealous boyfriends.",https://image.tmdb.org/t/p/w440_and_h660_face/mNFq1Bk9oXD774hVyvdPlNCtwPt.jpg,1989-03-10,null,97,Skin Deep,12478,https://themoviedb.org/movie/12478,1989
3680,null,[USA],0098347,5.4,726,[English],4667,"Eleanor lives with the artist Stash. Just like his artist friends, he is completely unknown but is waiting for the big break. Stash is mean to her and finally she leaves him. Ironically, ...",https://image.tmdb.org/t/p/w440_and_h660_face/dftp493orT07ITbw77UgVlHz4ox.jpg,1989-03-01,null,124,Slaves of New York,49788,https://themoviedb.org/movie/49788,1989
3681,null,[UK],0094035,6.8,8852,[English],4670,"After murdering his entire family, a man remarries a widow with a teenage daughter in another town and prepares to do it all over again.",https://image.tmdb.org/t/p/w440_and_h660_face/n5JrUGaNmgVmmzjHCYxsiKwopu8.jpg,1987-06-05,null,89,"Stepfather, The",25155,https://themoviedb.org/movie/25155,1987
3682,55000000,[USA],0098439,6.3,72648,[English],4673,Two cops are framed and must clear their names.,https://image.tmdb.org/t/p/w440_and_h660_face/bLTBlfV0sJwrwwLJW4JgHwgHrJJ.jpg,1989-12-22,63408614,104,Tango & Cash,9618,https://themoviedb.org/movie/9618,1989
3683,null,[USA],0098442,6.5,1085,[English],4674,"Just released from prison, Max Washington must decide which of his previous professions to return to burglar or tap dancer.",https://image.tmdb.org/t/p/w440_and_h660_face/nJvn5RNiwWTpT5YAOQhcwOxuSsn.jpg,1989-02-10,9114702,111,Tap,16560,https://themoviedb.org/movie/16560,1989
3684,15000000,[USA],0098471,6.0,8312,[English],4675,"On his first day after being released from jail for 14 armed bank robberies, Lucas finds himself caught up in someone else's robbery. Perry has decided to hold up the local bank to raise ...",https://image.tmdb.org/t/p/w440_and_h660_face/d6Gy5Hg88lKJUumBwY0FZzwU5oD.jpg,1989-01-27,40590000,96,Three Fugitives,31608,https://themoviedb.org/movie/31608,1989
3685,null,[USA],0098519,5.4,7158,[English],4676,"As Phyllis, a Beverly Hills housewife, is in the middle of a divorce, she tries to find focus in her life by taking over her daughter Hannah's Wilderness Girl troop. Among the girls are ...",https://image.tmdb.org/t/p/w440_and_h660_face/2HOzh7t2THdZ3r9BaDucEjfzLlL.jpg,1989-03-24,null,105,Troop Beverly Hills,22102,https://themoviedb.org/movie/22102,1989
3686,13000000,[USA],0098536,6.0,46531,[English],4677,A detective must adopt the dog of a dead man to help him find the murderer.,https://image.tmdb.org/t/p/w440_and_h660_face/g3LC4mc17fQIFnPsMi81zzKC5gF.jpg,1989-07-28,71079915,97,Turner & Hooch,6951,https://themoviedb.org/movie/6951,1989
3687,5000000,[USA],0098546,7.0,20984,[English],4678,"A local public station gets a new owner. The station becomes a hit, with all sorts of hilarious sight gags and wacky humor.",https://image.tmdb.org/t/p/w440_and_h660_face/wxx5YQLKVH1WMSRXQAUnC76r4iY.jpg,1989-07-21,null,97,UHF,11959,https://themoviedb.org/movie/11959,1989
3688,15000000,[USA],0098554,6.9,60940,[English],4679,"Bachelor and all round slob, Buck, babysits his brother's rebellious teenage daughter and her cute younger brother and sister.",https://image.tmdb.org/t/p/w440_and_h660_face/i0MuRxuENc9Ur3croChw0Tmrs5G.jpg,1989-08-16,79258538,100,Uncle Buck,2616,https://themoviedb.org/movie/2616,1989
3689,2000000,[USA],0098577,5.9,9036,"[English,  German]",4680,"After an encounter with a neck-biter, a publishing executive thinks that he's turning into a vampire.",https://image.tmdb.org/t/p/w440_and_h660_face/lQbe9dFP9vskM3sFtj2H7iQFbhH.jpg,1989-06-02,725131,103,Vampire's Kiss,7091,https://themoviedb.org/movie/7091,1988
3690,26000000,[USA],0098621,6.8,36604,[English],4681,A married couple try everything to get each other to leave the house in a vicious divorce battle.,https://image.tmdb.org/t/p/w440_and_h660_face/9VWwYsuXhRImUtrJGvN6bYJB2He.jpg,1989-12-08,160188546,116,"War of the Roses, The",249,https://themoviedb.org/movie/249,1989
3691,7000000,[USA],0098622,6.2,11366,[English],4682,"A warlock flees from the 17th to the 20th century, with a witch-hunter in hot pursuit.",https://image.tmdb.org/t/p/w440_and_h660_face/aMFokpkeRoK7U2FosQlt4zS8S2d.jpg,1991-01-11,9094451,103,Warlock,11342,https://themoviedb.org/movie/11342,1989
3692,null,[USA],0098678,6.0,1285,[English],4684,Taylor is a man who has no problems with women. So confident is he that he accepts a challenge from his friends: he has to secure proposals of marriage from three women of their choice.,https://image.tmdb.org/t/p/w440_and_h660_face/cYJrnizH2npzhiZOCLr2GnYGRhf.jpg,1989-10-27,null,103,Worth Winning,32330,https://themoviedb.org/movie/32330,1989
3693,null,[USA],0108539,4.6,10240,[English],4686,Larry and Richard use a voodoo-revived corpse to track down hidden money to clear their names.,https://image.tmdb.org/t/p/w440_and_h660_face/23hRj34VyPNr8MyV8rKC2hd7JB1.jpg,1993-07-09,null,97,Weekend at Bernie's II,8494,https://themoviedb.org/movie/8494,1993
3694,null,[UK],0056868,7.5,4112,[English],4687,"A lazy, irresponsible young clerk in provincial Northern England lives in his own fantasy world and makes emotionally immature decisions as he alienates friends and family.",https://image.tmdb.org/t/p/w440_and_h660_face/8YUzVyN3HdedaK7oGVf2nVrsf4R.jpg,1963-12-16,35609,98,Billy Liar,26535,https://themoviedb.org/movie/26535,1963
3695,null,"[Canada,  Australia,  USA]",0101465,7.1,5252,"[Cree,  English,  Mohawk,  Algonquin,  Latin]",4688,A young Jesuit priest seeks to convert the Indian tribes in Canada while also trying to survive the harsh winter.,https://image.tmdb.org/t/p/w440_and_h660_face/iuN2ykTAUBmjPbGUWlsO8ZbsJ5L.jpg,1991-10-04,null,101,Black Robe,41784,https://themoviedb.org/movie/41784,1991
3696,58000000,[USA],0087089,6.5,12415,"[English,  Italian]",4690,"The Cotton Club was a famous night club in Harlem. The story follows the people that visited the club, those that ran it, and is peppered with the Jazz music that made it so famous.",https://image.tmdb.org/t/p/w440_and_h660_face/qigf5fWSH1tw7z424UVKg71UIOS.jpg,1984-12-14,25928721,127,"Cotton Club, The",2148,https://themoviedb.org/movie/2148,1984
